"Probe"	"Feature"	"Chr"	"Start"	"End"	"P.value"	"FDR"	"Log2.Fold.Change"	"Shrunk.Log2.Fold.Change"
"Chr22:37177651-37178700"	"null"	"22"	37177651	37178700	0.098196074	0.1774523	-0.7015192	0.6255081
"Chr22:37252051-37253100"	"NCF4"	"22"	37252051	37253100	0.001085959	0.004708303	-1.3575169	1.215327
"Chr22:37265851-37268700"	"NCF4"	"22"	37265851	37268700	0.31499362	0.43437424	0.49111313	-0.4229336
"Chr22:37359001-37360650"	"null"	"22"	37359001	37360650	0.020467311	0.05140249	-1.0582588	0.92777175
"Chr22:37373251-37374750"	"null"	"22"	37373251	37374750	0.0002578125	0.0014243147	-1.2612753	1.1673415
"Chr22:37394401-37396350"	"C22orf33"	"22"	37394401	37396350	0.63191986	0.7281315	-0.24911469	0.21064869
"Chr22:37551001-37552200"	"null"	"22"	37551001	37552200	0.009960623	0.028837264	-1.1731668	1.029318
"Chr22:37562101-37563300"	"null"	"22"	37562101	37563300	0.010569885	0.030334614	-1.1303173	0.9985762
"Chr22:37624201-37627200"	"RAC2"	"22"	37624201	37627200	0.025535207	0.061273783	1.0548126	-0.9168963
"Chr22:37649851-37651350"	"null"	"22"	37649851	37651350	0.021808892	0.05407311	1.3793212	-1.1086806
"Chr22:37677901-37679250"	"CYTH4"	"22"	37677901	37679250	0.40633932	0.52611107	-0.36121443	0.320564
"Chr22:37732501-37734000"	"null"	"22"	37732501	37734000	0.42145824	0.540183	-0.3999601	0.3428249
"Chr22:37826701-37830000"	"null"	"22"	37826701	37830000	1.48975445e-08	3.397417e-07	2.0147166	-1.8561167
"Chr22:37839601-37840950"	"null"	"22"	37839601	37840950	6.121882e-07	8.392098e-06	-2.1813447	1.9331342
"Chr22:37907551-37909350"	"CARD10"	"22"	37907551	37909350	0.16246709	0.26226503	0.46579474	-0.43329856
"Chr22:37920901-37922700"	"null"	"22"	37920901	37922700	3.0546988e-15	3.9324948e-13	2.9015808	-2.6583214
"Chr22:37929601-37930650"	"null"	"22"	37929601	37930650	0.0009916902	0.004351613	1.6504396	-1.4108692
"Chr22:37987951-37989150"	"null"	"22"	37987951	37989150	0.0006793926	0.0031801946	-1.3691026	1.2339995
"Chr22:38043451-38044650"	"SH3BP1"	"22"	38043451	38044650	0.45147607	0.56795955	-0.37440088	0.3209627
"Chr22:38081701-38083200"	"NOL12"	"22"	38081701	38083200	0.04299675	0.09269518	-0.39227253	0.38257086
"Chr22:38084701-38085900"	"NOL12"	"22"	38084701	38085900	0.3608335	0.48157555	0.36303797	-0.3281553
"Chr22:38092201-38093550"	"TRIOBP"	"22"	38092201	38093550	0.15807758	0.25687474	-0.6882656	0.59311926
"Chr22:38213251-38214450"	"GCAT"	"22"	38213251	38214450	0.0026624273	0.009751849	-0.85605425	0.8115455
"Chr22:38239201-38241150"	"ANKRD54"	"22"	38239201	38241150	0.19760278	0.30501863	-0.30190346	0.29111764
"Chr22:38243551-38246250"	"EIF3L"	"22"	38243551	38246250	0.08289373	0.1558312	-0.2914557	0.28600314
"Chr22:38329201-38330700"	"MICALL1"	"22"	38329201	38330700	0.64139676	0.7357941	0.12837395	-0.12211567
"Chr22:38349001-38350350"	"C22orf23"	"22"	38349001	38350350	0.21150553	0.3213812	-0.3619688	0.34256813
"Chr22:38361151-38361900"	"POLR2F"	"22"	38361151	38361900	2.6379506e-05	0.00020802805	-2.2034822	1.856815
"Chr22:38394901-38396850"	"POLR2F"	"22"	38394901	38396850	0.0021558267	0.008245394	-1.5824993	1.341256
"Chr22:38428951-38431650"	"POLR2F"	"22"	38428951	38431650	0.900674	0.9338997	-0.06536585	0.055161208
"Chr22:38447851-38449050"	"PICK1"	"22"	38447851	38449050	0.0019613008	0.0076172347	-1.6844934	1.4030792
"Chr22:38452501-38454300"	"PICK1"	"22"	38452501	38454300	0.64413184	0.73801553	0.17976363	-0.16310109
"Chr22:38510251-38511150"	"PLA2G6"	"22"	38510251	38511150	0.10588784	0.1884887	-0.7394721	0.6478625
"Chr22:38530951-38532000"	"PLA2G6"	"22"	38530951	38532000	1.6656509e-06	2.0070147e-05	1.7486315	-1.6044596
"Chr22:38544001-38545050"	"PLA2G6"	"22"	38544001	38545050	0.013919494	0.037781846	0.9891602	-0.89192384
"Chr22:38573401-38575350"	"null"	"22"	38573401	38575350	0.76310223	0.8332037	-0.11330158	0.10344156
"Chr22:38597101-38599950"	"null"	"22"	38597101	38599950	0.028930092	0.06766391	0.48395133	-0.4684396
"Chr22:38613601-38615700"	"TMEM184B"	"22"	38613601	38615700	0.00014886842	0.00089525763	1.5971425	-1.4263425
"Chr22:38624251-38625750"	"TMEM184B"	"22"	38624251	38625750	0.00021011556	0.0012009257	1.6305615	-1.4420778
"Chr22:38634751-38637750"	"TMEM184B"	"22"	38634751	38637750	0.38957536	0.51022106	0.24024254	-0.22823617
"Chr22:38678851-38679900"	"null"	"22"	38678851	38679900	0.037547577	0.083383605	0.8270563	-0.7474364
"Chr22:38723401-38724600"	"null"	"22"	38723401	38724600	0.78868407	0.8524298	0.14273682	-0.11981038
"Chr22:38808301-38809350"	"null"	"22"	38808301	38809350	0.27545658	0.39310524	-0.47167122	0.41869932
"Chr22:38857201-38858400"	"null"	"22"	38857201	38858400	2.3718314e-08	5.1672913e-07	-2.328962	2.0832787
"Chr22:38863201-38864700"	"KDELR3"	"22"	38863201	38864700	0.38536185	0.5063802	0.34591642	-0.31245512
"Chr22:38900251-38903400"	"DDX17"	"22"	38900251	38903400	0.115025975	0.20105368	-0.21867345	0.21586913
"Chr22:39001801-39003750"	"RP1"	"22"	39001801	39003750	3.3324163e-11	1.5557204e-09	2.2362592	-2.0768
"Chr22:39051751-39054000"	"null"	"22"	39051751	39054000	0.22243011	0.33381915	-0.2000799	0.19651397
"Chr22:39077251-39078750"	"TOMM22"	"22"	39077251	39078750	0.22624467	0.33839977	-0.27842993	0.26882488
"Chr22:39092251-39094350"	"JOSD1"	"22"	39092251	39094350	4.7338685e-06	4.8728205e-05	1.4996227	-1.3983756
"Chr22:39114001-39115200"	"GTPBP1"	"22"	39114001	39115200	0.034379117	0.07784962	0.95951813	-0.8426196
"Chr22:39161551-39162900"	"null"	"22"	39161551	39162900	0.17607072	0.27905938	-0.50447106	0.46125662
"Chr22:39189151-39190800"	"null"	"22"	39189151	39190800	0.4069201	0.5267025	-0.19653255	0.18936208
"Chr22:39198451-39199350"	"null"	"22"	39198451	39199350	0.75025773	0.823807	0.13875148	-0.12300888
"Chr22:39246751-39249000"	"null"	"22"	39246751	39249000	0.8585269	0.9032681	-0.06756003	0.82835096
"Chr22:39319501-39321900"	"null"	"22"	39319501	39321900	0.26290005	0.37937313	-0.3791964	0.35196692
"Chr22:39330751-39331800"	"null"	"22"	39330751	39331800	0.38571358	0.5066701	-0.3811256	0.33737025
"Chr22:39380551-39381750"	"APOBEC3B"	"22"	39380551	39381750	0.0006026421	0.0028863538	1.7855619	-1.5099123
"Chr22:39398851-39399900"	"null"	"22"	39398851	39399900	0.75278085	0.82566285	-0.11814876	0.107915156
"Chr22:39409651-39411000"	"APOBEC3C"	"22"	39409651	39411000	0.0020810328	0.0079991985	1.2200189	-1.1032119
"Chr22:39448801-39449850"	"APOBEC3G"	"22"	39448801	39449850	0.009596041	0.02799363	-1.0297652	0.93201756
"Chr22:39492901-39494550"	"APOBEC3H"	"22"	39492901	39494550	0.11221416	0.19730657	0.8447016	-0.7095391
"Chr22:39600751-39602100"	"null"	"22"	39600751	39602100	2.0267725e-11	1.0061413e-09	2.6904361	-2.426775
"Chr22:39721351-39722250"	"null"	"22"	39721351	39722250	0.17151904	0.27360976	0.68492305	-0.58567595
"Chr22:39795151-39796500"	"TAB1"	"22"	39795151	39796500	0.151349	0.24861619	-0.29575756	0.28751266
"Chr22:39885601-39886800"	"TAB1"	"22"	39885601	39886800	0.0026466397	0.009707175	-1.5502043	1.3136356
"Chr22:39914401-39917700"	"ATF4"	"22"	39914401	39917700	0.06332954	0.12574573	-0.27318084	0.2692487
"Chr22:39955501-39956400"	"null"	"22"	39955501	39956400	0.9837509	0.9896326	0.007825854	0.85075897
"Chr22:39970351-39971700"	"CACNA1I"	"22"	39970351	39971700	0.003872427	0.013293187	1.3192244	-1.1561838
"Chr22:39988051-39989550"	"CACNA1I"	"22"	39988051	39989550	0.8595214	0.90402657	0.07305201	1.3191991
"Chr22:40030051-40031700"	"CACNA1I"	"22"	40030051	40031700	0.06272433	0.12478567	-0.7449865	0.6723819
"Chr22:40119601-40120500"	"null"	"22"	40119601	40120500	0.82608616	0.8796874	-0.108893596	0.0934671
"Chr22:40215901-40216950"	"ENTHD1"	"22"	40215901	40216950	0.0052350475	0.017066415	1.8212373	-1.4129274
"Chr22:40243651-40243950"	"ENTHD1"	"22"	40243651	40243950	0.047934216	0.10104684	-0.96620905	0.8321308
"Chr22:40355251-40356300"	"GRAP2"	"22"	40355251	40356300	0.30142507	0.4209888	0.54654497	-0.45976004
"Chr22:40551601-40552650"	"TNRC6B"	"22"	40551601	40552650	0.03766404	0.08356808	1.055205	-0.89882165
"Chr22:40572601-40574550"	"TNRC6B"	"22"	40572601	40574550	0.0009012381	0.004022969	-0.53469145	0.5254956
"Chr22:40654051-40655250"	"TNRC6B"	"22"	40654051	40655250	0.0034712558	0.012144495	1.3781745	-1.1987131
"Chr22:40694101-40695150"	"TNRC6B"	"22"	40694101	40695150	0.012525287	0.034771938	-0.97411096	0.8821195
"Chr22:40740901-40743450"	"ADSL"	"22"	40740901	40743450	0.15411988	0.25204667	-0.28604546	0.27847603
"Chr22:40766101-40767450"	"ADSL"	"22"	40766101	40767450	0.41580012	0.53537685	-0.2263666	0.21513148
"Chr22:40883251-40884150"	"MKL1"	"22"	40883251	40884150	0.64324766	0.73720133	0.20148501	-0.17863587
"Chr22:40894051-40896000"	"MKL1"	"22"	40894051	40896000	2.2880762e-07	3.6096983e-06	2.2050319	-1.9640427
"Chr22:40962901-40963800"	"null"	"22"	40962901	40963800	0.2153647	0.32567084	0.5528893	-0.48714995
"Chr22:41016151-41017200"	"null"	"22"	41016151	41017200	0.5167581	0.6283416	-0.33460668	-0.80497605
"Chr22:41031751-41033850"	"null"	"22"	41031751	41033850	0.10095605	0.18120818	-0.3497839	0.33936948
"Chr22:41047051-41049450"	"null"	"22"	41047051	41049450	0.045644883	0.09721142	-0.3092672	0.30435026
"Chr22:41064751-41065650"	"null"	"22"	41064751	41065650	0.14668898	0.24258909	0.8104462	0.29165018
"Chr22:41078551-41079750"	"MCHR1"	"22"	41078551	41079750	0.22115655	0.33243003	-0.47411934	0.4304943
"Chr22:41107201-41108400"	"null"	"22"	41107201	41108400	0.71875197	0.799445	-0.16723695	0.14598252
"Chr22:41252401-41254050"	"ST13"	"22"	41252401	41254050	0.10400614	0.18580648	-0.28702596	0.2811127
"Chr22:41294851-41295600"	"XPNPEP3"	"22"	41294851	41295600	2.6573389e-06	2.9752991e-05	-1.5204381	1.4200469
"Chr22:41346301-41348550"	"RBX1"	"22"	41346301	41348550	0.22537197	0.33736593	-0.1913994	0.18823367
"Chr22:41424601-41425500"	"null"	"22"	41424601	41425500	0.46263775	0.57835555	0.34344667	-0.29934356
"Chr22:41600551-41601900"	"L3MBTL2"	"22"	41600551	41601900	0.041260093	0.08967934	-0.47106194	0.45470497
"Chr22:41683801-41685150"	"null"	"22"	41683801	41685150	5.8662714e-11	2.576827e-09	2.7035728	-2.424335
"Chr22:41696701-41698350"	"null"	"22"	41696701	41698350	0.24340999	0.35767096	-0.24209036	0.23525241
"Chr22:41762701-41763900"	"TEF"	"22"	41762701	41763900	7.335131e-07	9.847951e-06	-1.5682019	1.4687494
"Chr22:41775901-41778450"	"TEF"	"22"	41775901	41778450	0.12140878	0.2097516	-0.25389147	0.24936984
"Chr22:41799451-41800500"	"null"	"22"	41799451	41800500	0.00086346985	0.003881177	-1.0433358	0.978551
"Chr22:41863951-41865900"	"PHF5A"	"22"	41863951	41865900	0.069530904	0.13562311	-0.29489845	0.28973636
"Chr22:41908351-41909700"	"ACO2"	"22"	41908351	41909700	0.0031640916	0.011239101	1.2157423	-1.0908403
"Chr22:41913001-41914350"	"ACO2"	"22"	41913001	41914350	0.026200945	0.062513135	-0.7432868	0.691132
"Chr22:41939551-41941200"	"POLR3H"	"22"	41939551	41941200	0.20050114	0.30863446	-0.3088303	0.29715925
"Chr22:41961001-41962350"	"null"	"22"	41961001	41962350	0.14503229	0.24053149	0.5137939	-0.4740346
"Chr22:41984851-41986800"	"PMM1"	"22"	41984851	41986800	0.6313223	0.72765636	-0.11725818	0.112716846
"Chr22:42015601-42018300"	"PPPDE2"	"22"	42015601	42018300	0.50665045	0.6189874	-0.13109052	0.12773168
"Chr22:42062251-42064050"	"XRCC6"	"22"	42062251	42064050	0.31363758	0.433174	0.3559608	-0.32832497
"Chr22:42083701-42085500"	"NHP2L1"	"22"	42083701	42085500	0.108094566	0.19161399	-0.30457816	0.2973681
"Chr22:42092701-42093900"	"MEI1"	"22"	42092701	42093900	0.60301244	0.7042526	0.2281694	-0.2019529
"Chr22:42108751-42109800"	"MEI1"	"22"	42108751	42109800	0.007287929	0.022354659	-1.1268663	1.0069549
"Chr22:42142351-42143100"	"MEI1"	"22"	42142351	42143100	0.41537	0.53495115	-0.29244408	0.2691075
"Chr22:42195751-42197850"	"MEI1"	"22"	42195751	42197850	0.027513374	0.065033995	-0.45824623	0.44526005
"Chr22:42341851-42344400"	"CENPM"	"22"	42341851	42344400	0.0026126867	0.009619577	-0.77129114	0.73857105
"Chr22:42465901-42467850"	"NAGA"	"22"	42465901	42467850	0.08060248	0.15233281	-0.3933875	0.380373
"Chr22:42474751-42476550"	"C22orf32"	"22"	42474751	42476550	0.0058207116	0.018626528	-0.57542294	0.5589982
"Chr22:42484801-42487800"	"NDUFA6"	"22"	42484801	42487800	0.011411226	0.032242	-0.46403235	0.45373055
"Chr22:42584401-42585600"	"TCF20"	"22"	42584401	42585600	0.012936218	0.035659738	-0.82545394	0.7681989
"Chr22:42709201-42710850"	"null"	"22"	42709201	42710850	0.0001807533	0.0010591609	-1.8347198	1.5782114
"Chr22:42833251-42834300"	"NFAM1"	"22"	42833251	42834300	0.14743973	0.24358682	0.7267805	-0.6212074
"Chr22:42839251-42841200"	"null"	"22"	42839251	42841200	0.0633837	0.12580752	-0.67738914	0.62153435
"Chr22:43004551-43005600"	"POLDIP3"	"22"	43004551	43005600	0.075007595	0.14415923	-0.36979312	0.35933107
"Chr22:43009951-43012200"	"POLDIP3"	"22"	43009951	43012200	0.0046684947	0.015515389	-0.4063264	0.40074784
"Chr22:43031101-43032900"	"CYB5R3"	"22"	43031101	43032900	3.0264482e-11	1.4400082e-09	2.8024232	-2.5015132
"Chr22:43076251-43077300"	"null"	"22"	43076251	43077300	8.1987395e-08	1.504097e-06	2.48079	-2.1677866
"Chr22:43093201-43094550"	"A4GALT"	"22"	43093201	43094550	0.9593449	0.9739991	-0.03035942	0.02450679
"Chr22:43151251-43152300"	"null"	"22"	43151251	43152300	0.06904031	0.13486966	0.75198746	-0.67426735
"Chr22:43175851-43176750"	"null"	"22"	43175851	43176750	0.096202604	0.17474592	-0.7459422	0.6567087
"Chr22:43240351-43241400"	"ARFGAP3"	"22"	43240351	43241400	0.0011648594	0.004982823	1.316177	-1.1849145
"Chr22:43252651-43254000"	"ARFGAP3"	"22"	43252651	43254000	0.3184717	0.43799248	-0.19289228	0.18814471
"Chr22:43258951-43260000"	"ARFGAP3"	"22"	43258951	43260000	2.6928387e-08	5.762391e-07	2.5529344	-2.2352564
"Chr22:43263151-43264500"	"ARFGAP3"	"22"	43263151	43264500	0.7652092	0.83476853	-0.115983926	0.10529765
"Chr22:43314751-43315950"	"null"	"22"	43314751	43315950	0.51012963	0.62188387	-0.26463747	0.2386798
"Chr22:43335301-43337100"	"null"	"22"	43335301	43337100	0.00200594	0.007758667	1.0904857	-1.0059671
"Chr22:43360651-43361850"	"null"	"22"	43360651	43361850	0.8279967	0.88080716	-0.08681644	0.07835387
"Chr22:43365151-43366950"	"null"	"22"	43365151	43366950	0.001039994	0.004533471	1.5945543	-1.3751075
"Chr22:43410001-43412100"	"TTLL1"	"22"	43410001	43412100	0.672519	0.7616519	-0.09926735	0.09570539
"Chr22:43423951-43425000"	"TTLL1"	"22"	43423951	43425000	0.04751445	0.10036828	-0.97908264	0.84050065
"Chr22:43462501-43464150"	"TTLL1"	"22"	43462501	43464150	4.7880716e-05	0.00034368254	1.7635361	-1.5648804
"Chr22:43484551-43485900"	"null"	"22"	43484551	43485900	0.12283879	0.21164426	-0.39644957	0.37953755
"Chr22:43499701-43500600"	"null"	"22"	43499701	43500600	0.14650166	0.24233319	0.8642446	-0.6978318
"Chr22:43506151-43507950"	"null"	"22"	43506151	43507950	0.7951905	0.8574725	0.10386608	-0.093739055
"Chr22:43538851-43540050"	"MCAT"	"22"	43538851	43540050	0.016733464	0.043808408	-0.6711417	0.63729686
"Chr22:43546801-43549050"	"null"	"22"	43546801	43549050	0.4844176	0.5986871	-0.15881456	0.15347207
"Chr22:43583251-43584300"	"TTLL12"	"22"	43583251	43584300	0.23576184	0.34917504	-0.29179993	0.28033856
"Chr22:43592101-43593150"	"null"	"22"	43592101	43593150	0.005747266	0.018425204	1.4997504	-1.2508577
"Chr22:43659301-43660650"	"SCUBE1"	"22"	43659301	43660650	0.65251905	0.7450417	-0.24927965	0.20669505
"Chr22:43671151-43672350"	"SCUBE1"	"22"	43671151	43672350	0.4186583	0.53782284	0.42340368	-0.3577917
"Chr22:44208001-44209050"	"null"	"22"	44208001	44209050	0.22291963	0.33435133	-0.34035102	0.32333717
"Chr22:44278501-44279550"	"PNPLA5"	"22"	44278501	44279550	0.0018303643	0.007214231	-1.1165813	1.0275862
"Chr22:44293351-44294250"	"null"	"22"	44293351	44294250	0.15807386	0.25687474	0.59150594	-0.52889556
"Chr22:44316901-44318100"	"PNPLA3"	"22"	44316901	44318100	0.12108254	0.20935825	-0.60132587	0.5459241
"Chr22:44341351-44342400"	"PNPLA3"	"22"	44341351	44342400	0.022953033	0.05631826	-0.93065125	0.8358767
"Chr22:44350651-44351850"	"SAMM50"	"22"	44350651	44351850	0.27096	0.38820264	-0.270879	0.26024488
"Chr22:44417101-44418150"	"PARVB"	"22"	44417101	44418150	0.000113328	0.0007116022	1.5464729	-1.3960996
"Chr22:44433001-44434200"	"PARVB"	"22"	44433001	44434200	4.950513e-09	1.2669393e-07	2.2989683	-2.0817487
"Chr22:44533351-44534100"	"PARVB"	"22"	44533351	44534100	0.0007335385	0.0033867361	-1.4496375	1.289271
"Chr22:44733151-44734200"	"null"	"22"	44733151	44734200	0.44468424	0.5615772	-0.34366173	0.3024862
"Chr22:44893201-44894400"	"LDOC1L"	"22"	44893201	44894400	0.2160331	0.32637638	-0.24726433	0.2407724
"Chr22:44933851-44934600"	"null"	"22"	44933851	44934600	0.14411665	0.23940012	0.56454563	-0.5124637
"Chr22:44969551-44970600"	"LINC00207"	"22"	44969551	44970600	0.7741969	0.8414249	0.13863422	-0.11978652
"Chr22:45080251-45081750"	"PRR5"	"22"	45080251	45081750	0.4633835	0.5790201	0.3118202	-0.27796054
"Chr22:45084751-45085800"	"PRR5"	"22"	45084751	45085800	0.052982073	0.109316655	-0.8047239	0.72131044
"Chr22:45259501-45260550"	"PRR5"	"22"	45259501	45260550	0.02705691	0.06417438	-0.918726	0.8229893
"Chr22:45265651-45266550"	"null"	"22"	45265651	45266550	0.9412348	0.9617948	-0.0423742	0.034664553
"Chr22:45460051-45461100"	"null"	"22"	45460051	45461100	2.5394402e-06	2.862694e-05	2.0851896	-1.8409766
"Chr22:45467701-45469050"	"null"	"22"	45467701	45469050	0.22054946	0.33171657	0.6965222	-0.5717824
"Chr22:45558751-45560250"	"NUP50"	"22"	45558751	45560250	0.080134764	0.15173815	-0.3881161	0.3756459
"Chr22:45641701-45643500"	"null"	"22"	45641701	45643500	0.0008500011	0.003828159	1.1616054	-1.0738559
"Chr22:45659251-45660300"	"null"	"22"	45659251	45660300	0.9538127	0.9703562	-0.028566193	0.024535166
"Chr22:45664501-45665700"	"null"	"22"	45664501	45665700	0.3225459	0.4423274	-0.45548162	0.39841533
"Chr22:45675301-45676500"	"UPK3A"	"22"	45675301	45676500	1.3477689e-05	0.00011879061	1.7899729	-1.6063579
"Chr22:45704401-45706350"	"null"	"22"	45704401	45706350	0.22496481	0.3369091	-0.33480394	0.31844527
"Chr22:45808951-45810150"	"SMC1B"	"22"	45808951	45810150	0.63891315	0.7337916	-0.36440298	0.25900975
"Chr22:45831301-45832200"	"RIBC2"	"22"	45831301	45832200	0.9356568	0.95824504	0.036471467	-0.032055452
"Chr22:45916801-45917550"	"FBLN1"	"22"	45916801	45917550	0.6442197	0.7380593	0.24483185	-0.2056398
"Chr22:45944551-45946050"	"FBLN1"	"22"	45944551	45946050	0.1202214	0.20826001	0.62196314	-1.6993104
"Chr22:45949201-45950400"	"FBLN1"	"22"	45949201	45950400	0.59050333	0.693593	0.2688082	-0.23005839
"Chr22:45973501-45974550"	"FBLN1"	"22"	45973501	45974550	0.12121924	0.20950934	-0.82732075	0.69372696
"Chr22:46000201-46002000"	"FBLN1"	"22"	46000201	46002000	0.0017416662	0.006931701	1.6550616	-1.3920404
"Chr22:46003651-46005450"	"null"	"22"	46003651	46005450	0.0001629245	0.0009674618	1.8866796	-1.6132935
"Chr22:46021651-46023000"	"null"	"22"	46021651	46023000	0.00050924026	0.002508911	-1.3850309	1.250734
"Chr22:46034101-46036500"	"null"	"22"	46034101	46036500	0.010397461	0.029911937	1.1389383	-1.0049882
"Chr22:46067251-46069350"	"ATXN10"	"22"	46067251	46069350	0.18987106	0.29559132	-0.23874345	0.23351693
"Chr22:46105201-46106550"	"ATXN10"	"22"	46105201	46106550	0.917906	0.9459951	0.042431112	-0.038081158
"Chr22:46200451-46201500"	"ATXN10"	"22"	46200451	46201500	0.005897412	0.018821672	1.2507566	-1.0980186
"Chr22:46314151-46316100"	"WNT7B"	"22"	46314151	46316100	0.4501495	0.5667942	-0.3643834	0.3149459
"Chr22:46329901-46331550"	"WNT7B"	"22"	46329901	46331550	0.0035952954	0.012507826	1.5098674	-1.277548
"Chr22:46363801-46365900"	"WNT7B"	"22"	46363801	46365900	0.10370252	0.18531974	0.9372658	-0.76563257
"Chr22:46401901-46404300"	"null"	"22"	46401901	46404300	0.23062398	0.3434016	0.27275822	-0.26355535
"Chr22:46408801-46410600"	"null"	"22"	46408801	46410600	0.4188332	0.53795457	0.21361504	-0.20400697
"Chr22:46419151-46420350"	"null"	"22"	46419151	46420350	0.34041968	0.46084583	-0.3562226	0.32550034
"Chr22:46430851-46433100"	"null"	"22"	46430851	46433100	0.03753673	0.08337819	-0.39694318	0.3874202
"Chr22:46591501-46592100"	"PPARA"	"22"	46591501	46592100	0.04341545	0.09345557	-0.79733855	0.7215368
"Chr22:46645651-46647450"	"C22orf40"	"22"	46645651	46647450	0.042753845	0.092242226	-0.4978428	0.4783535
"Chr22:46663201-46664550"	"TTC38"	"22"	46663201	46664550	0.4677475	0.5831499	-0.21158782	0.20012468
"Chr22:46691101-46693800"	"GTSE1"	"22"	46691101	46693800	0.022966634	0.056337688	-0.4775795	0.46377677
"Chr22:46731001-46732950"	"TRMU"	"22"	46731001	46732950	0.13269755	0.22441766	-0.31676123	0.3075494
"Chr22:46748551-46749600"	"TRMU"	"22"	46748551	46749600	0.6632836	0.7538881	0.15758555	0.71133155
"Chr22:46763251-46764300"	"CELSR1"	"22"	46763251	46764300	0.0568967	0.115644455	-0.8072324	0.7199592
"Chr22:46773001-46774650"	"CELSR1"	"22"	46773001	46774650	0.04756524	0.100453734	1.0315248	-0.87198436
"Chr22:46850101-46851750"	"CELSR1"	"22"	46850101	46851750	0.00017208343	0.0010139523	2.1288755	-1.7480065
"Chr22:46858051-46859700"	"CELSR1"	"22"	46858051	46859700	0.00015676461	0.00093741226	2.046108	-1.7075714
"Chr22:46867501-46868700"	"CELSR1"	"22"	46867501	46868700	0.36691934	0.48792413	0.39979303	-0.35323375
"Chr22:46910101-46911450"	"CELSR1"	"22"	46910101	46911450	0.044722196	0.09564535	0.9246079	-0.80875415
"Chr22:46923751-46924800"	"CELSR1"	"22"	46923751	46924800	0.054628592	0.112053044	1.259501	-0.9761996
"Chr22:46970401-46972500"	"null"	"22"	46970401	46972500	0.0021375583	0.008187366	-1.0221412	0.9510052
